Date,Active_PIT_Member_Count,SMA50_Denominator,SMA50_Breadth_Coverage,Pct_Above_SMA50,Nifty500_Close,Nifty500_SMA50,Nifty500_SMA200,DATA_SAFE,INDEX_TREND_OK,BREADTH_OK,PIT_Denominator_Match,M1_Regime
2023-08-01,502,491,0.9780876494023905,83.91038696537679,17051.150390625,16325.43009765625,15461.934501953125,True,True,True,True,MOMENTUM_ENABLED
2023-08-02,502,491,0.9780876494023905,77.80040733197556,16858.94921875,16351.71408203125,15472.61974609375,True,True,True,True,MOMENTUM_ENABLED
2023-08-03,502,491,0.9780876494023905,74.74541751527495,16772.30078125,16376.84109375,15482.331499023438,True,True,True,True,MOMENTUM_ENABLED
2023-08-04,502,491,0.9780876494023905,76.17107942973523,16890.599609375,16403.5480859375,15493.132998046874,True,True,True,True,MOMENTUM_ENABLED
2023-08-07,502,491,0.9780876494023905,75.35641547861506,16956.349609375,16428.740078125,15503.839248046876,True,True,True,True,MOMENTUM_ENABLED
2023-08-08,502,491,0.9780876494023905,76.37474541751527,16949.25,16452.2780859375,15514.05474609375,True,True,True,True,MOMENTUM_ENABLED
2023-08-09,502,491,0.9780876494023905,75.76374745417516,17003.849609375,16476.36607421875,15523.791245117189,True,True,True,True,MOMENTUM_ENABLED
2023-08-10,502,491,0.9780876494023905,74.13441955193483,16939.849609375,16499.83505859375,15533.147495117188,True,True,True,True,MOMENTUM_ENABLED
2023-08-11,502,491,0.9780876494023905,71.07942973523421,16860.150390625,16521.83107421875,15541.887749023435,True,True,True,True,MOMENTUM_ENABLED
2023-08-14,502,491,0.9780876494023905,66.80244399185335,16825.55078125,16542.1180859375,15550.610004882812,True,True,True,True,MOMENTUM_ENABLED
2023-08-16,502,491,0.9780876494023905,66.39511201629328,16853.05078125,16561.9891015625,15558.881508789062,True,True,True,True,MOMENTUM_ENABLED
2023-08-17,502,491,0.9780876494023905,65.58044806517312,16802.25,16580.46609375,15567.102260742187,True,True,True,True,MOMENTUM_ENABLED
2023-08-18,502,491,0.9780876494023905,62.52545824847251,16757.69921875,16595.48607421875,15574.669506835937,True,True,True,True,MOMENTUM_ENABLED
2023-08-21,502,491,0.9780876494023905,65.37678207739307,16852.05078125,16614.10609375,15582.721762695312,True,True,True,True,MOMENTUM_ENABLED
2023-08-22,502,491,0.9780876494023905,68.43177189409369,16905.25,16634.6630859375,15590.128012695312,True,True,True,True,MOMENTUM_ENABLED
2023-08-23,502,491,0.9780876494023905,71.4867617107943,16950.25,16655.08609375,15597.192260742188,True,True,True,True,MOMENTUM_ENABLED
2023-08-24,502,491,0.9780876494023905,71.07942973523421,16930.150390625,16672.72509765625,15604.355263671874,True,True,True,True,MOMENTUM_ENABLED
2023-08-25,502,491,0.9780876494023905,65.17311608961303,16820.849609375,16687.46109375,15611.036010742188,True,True,True,True,MOMENTUM_ENABLED
2023-08-28,502,491,0.9780876494023905,68.43177189409369,16875.30078125,16703.802109375,15617.758266601562,True,True,True,True,MOMENTUM_ENABLED
2023-08-29,502,491,0.9780876494023905,72.09775967413442,16927.30078125,16718.71912109375,15624.319018554688,True,True,True,True,MOMENTUM_ENABLED
2023-08-30,502,491,0.9780876494023905,75.56008146639512,16968.94921875,16735.25509765625,15631.327514648438,True,True,True,True,MOMENTUM_ENABLED
2023-08-31,502,491,0.9780876494023905,74.33808553971487,16924.30078125,16749.742109375,15638.749018554689,True,True,True,True,MOMENTUM_ENABLED
2023-09-01,502,491,0.9780876494023905,75.96741344195519,17074.55078125,16766.41412109375,15645.876274414062,True,True,True,True,MOMENTUM_ENABLED
2023-09-04,502,491,0.9780876494023905,79.63340122199592,17180.94921875,16787.217109375,15653.53001953125,True,True,True,True,MOMENTUM_ENABLED
2023-09-05,502,491,0.9780876494023905,81.26272912423626,17252.099609375,16812.02310546875,15661.321015625,True,True,True,True,MOMENTUM_ENABLED
2023-09-06,502,491,0.9780876494023905,81.67006109979633,17284.599609375,16836.39208984375,15669.427514648438,True,True,True,True,MOMENTUM_ENABLED
2023-09-07,501,491,0.9800399201596807,83.09572301425662,17385.5,16860.83208984375,15678.368764648438,True,True,True,True,MOMENTUM_ENABLED
2023-09-08,501,491,0.9800399201596807,84.31771894093686,17487.44921875,16885.0370703125,15688.051762695311,True,True,True,True,MOMENTUM_ENABLED
2023-09-11,501,491,0.9800399201596807,87.78004073319755,17653.349609375,16909.5040625,15699.04951171875,True,True,True,True,MOMENTUM_ENABLED
2023-09-12,501,491,0.9800399201596807,80.24439918533605,17460.55078125,16928.15609375,15708.806264648438,True,True,True,True,MOMENTUM_ENABLED
2023-09-13,501,491,0.9800399201596807,79.22606924643586,17526.75,16947.570078125,15718.749262695312,True,True,True,True,MOMENTUM_ENABLED
2023-09-14,501,491,0.9800399201596807,82.89205702647658,17603.5,16967.69609375,15728.362763671876,True,True,True,True,MOMENTUM_ENABLED
2023-09-15,501,491,0.9800399201596807,83.29938900203666,17665.80078125,16987.11109375,15738.055517578125,True,True,True,True,MOMENTUM_ENABLED
2023-09-18,501,491,0.9800399201596807,81.67006109979633,17613.599609375,17008.085078125,15747.201264648438,True,True,True,True,MOMENTUM_ENABLED
2023-09-20,501,491,0.9800399201596807,77.18940936863544,17449.349609375,17025.9970703125,15755.38576171875,True,True,True,True,MOMENTUM_ENABLED
2023-09-21,501,491,0.9800399201596807,70.06109979633402,17303.5,17039.1070703125,15762.172509765624,True,True,True,True,MOMENTUM_ENABLED
2023-09-22,501,491,0.9800399201596807,68.22810590631364,17260.80078125,17051.5020703125,15768.456762695312,True,True,True,True,MOMENTUM_ENABLED
2023-09-25,501,491,0.9800399201596807,66.59877800407332,17272.55078125,17064.475078125,15775.002016601562,True,True,True,True,MOMENTUM_ENABLED
2023-09-26,501,491,0.9800399201596807,65.58044806517312,17276.75,17074.70109375,15781.549765625,True,True,True,True,MOMENTUM_ENABLED
2023-09-27,501,491,0.9800399201596807,69.24643584521385,17341.599609375,17084.0920703125,15788.643515625,True,True,True,True,MOMENTUM_ENABLED
2023-09-28,501,491,0.9800399201596807,62.52545824847251,17170.44921875,17090.0610546875,15795.18576171875,True,True,True,True,MOMENTUM_ENABLED
2023-09-29,501,491,0.9800399201596807,66.39511201629328,17292.599609375,17096.843046875,15802.09326171875,True,True,True,True,MOMENTUM_ENABLED
2023-10-03,501,491,0.9800399201596807,67.0061099796334,17254.400390625,17101.0800390625,15809.301513671877,True,True,True,True,MOMENTUM_ENABLED
2023-10-04,501,491,0.9800399201596807,60.08146639511202,17123.099609375,17105.456015625,15815.77701171875,True,True,True,True,MOMENTUM_ENABLED
2023-10-05,501,491,0.9800399201596807,61.09979633401223,17195.80078125,17112.0690234375,15822.233515625,True,True,True,True,MOMENTUM_ENABLED
2023-10-06,501,491,0.9800399201596807,62.52545824847251,17293.599609375,17120.0030078125,15828.882514648438,True,True,True,True,MOMENTUM_ENABLED
2023-10-09,501,491,0.9800399201596807,51.73116089613035,17127.69921875,17123.0569921875,15835.60201171875,True,True,True,True,MOMENTUM_ENABLED
2023-10-10,501,491,0.9800399201596807,59.063136456211815,17303.349609375,17130.74,15843.93701171875,True,True,True,True,MOMENTUM_ENABLED
2023-10-11,501,491,0.9800399201596807,63.13645621181263,17407.349609375,17139.92,15852.197758789063,True,True,True,True,MOMENTUM_ENABLED
2023-10-12,501,491,0.9800399201596807,65.58044806517312,17419.69921875,17147.133984375,15860.66525390625,True,True,True,True,MOMENTUM_ENABLED
2023-10-13,501,491,0.9800399201596807,64.96945010183299,17390.349609375,17153.91796875,15869.979252929688,True,True,True,True,MOMENTUM_ENABLED
2023-10-16,501,491,0.9800399201596807,64.35845213849288,17393.0,17164.598984375,15879.786752929687,True,True,True,True,MOMENTUM_ENABLED
2023-10-17,501,491,0.9800399201596807,66.80244399185335,17467.69921875,17178.506953125,15891.895249023435,True,True,True,True,MOMENTUM_ENABLED
2023-10-18,501,491,0.9800399201596807,60.692464358452135,17344.0,17187.5749609375,15901.523500976562,True,True,True,True,MOMENTUM_ENABLED
2023-10-19,501,491,0.9800399201596807,61.5071283095723,17310.5,17194.65796875,15910.912001953126,True,True,True,True,MOMENTUM_ENABLED
2023-10-20,501,491,0.9800399201596807,54.37881873727088,17208.75,17199.84796875,15919.529750976562,True,True,True,True,MOMENTUM_ENABLED
2023-10-23,501,491,0.9800399201596807,32.79022403258656,16888.69921875,17197.5449609375,15926.728999023437,True,True,False,True,MOMENTUM_DISABLED
2023-10-25,501,491,0.9800399201596807,28.30957230142566,16760.80078125,17193.963984375,15932.914750976564,True,True,False,True,MOMENTUM_DISABLED
2023-10-26,501,490,0.9780439121756487,21.428571428571427,16555.44921875,17187.8699609375,15937.902998046877,True,True,False,True,MOMENTUM_DISABLED
2023-10-27,501,490,0.9780439121756487,32.44897959183673,16765.44921875,17186.6679296875,15944.765244140624,True,True,False,True,MOMENTUM_DISABLED
2023-10-30,501,490,0.9780439121756487,32.44897959183673,16826.099609375,17186.12890625,15951.964741210935,True,True,False,True,MOMENTUM_DISABLED
2023-10-31,501,491,0.9800399201596807,32.382892057026474,16801.099609375,17186.1058984375,15959.610239257812,True,True,False,True,MOMENTUM_DISABLED
2023-11-01,501,491,0.9800399201596807,32.79022403258656,16732.94921875,17185.6108984375,15966.024487304689,True,True,False,True,MOMENTUM_DISABLED
2023-11-02,501,491,0.9800399201596807,38.90020366598778,16890.80078125,17186.3858984375,15973.852241210938,True,True,False,True,MOMENTUM_DISABLED
2023-11-03,501,491,0.9800399201596807,40.73319755600815,17000.94921875,17188.2998828125,15982.350239257812,True,True,False,True,MOMENTUM_DISABLED
2023-11-06,501,491,0.9800399201596807,45.824847250509166,17159.400390625,17192.482890625,15991.749243164062,True,True,False,True,MOMENTUM_DISABLED
2023-11-07,501,491,0.9800399201596807,47.45417515274949,17187.80078125,17197.6358984375,16000.957749023435,True,True,False,True,MOMENTUM_DISABLED
2023-11-08,501,491,0.9800399201596807,51.32382892057027,17259.69921875,17206.412890625,16010.728994140623,True,True,True,True,MOMENTUM_ENABLED
2023-11-09,501,491,0.9800399201596807,47.657841140529534,17218.900390625,17213.2848828125,16019.842744140626,True,True,False,True,MOMENTUM_DISABLED
2023-11-10,501,491,0.9800399201596807,48.472505091649694,17256.599609375,17219.870859375,16028.793994140626,True,True,False,True,MOMENTUM_DISABLED
2023-11-13,501,491,0.9800399201596807,51.73116089613035,17318.599609375,17226.8638671875,16038.288491210937,True,True,True,True,MOMENTUM_ENABLED
2023-11-15,501,491,0.9800399201596807,56.0081466395112,17508.05078125,17238.5388671875,16049.089243164062,True,True,True,True,MOMENTUM_ENABLED
2023-11-16,501,491,0.9800399201596807,59.67413441955194,17593.099609375,17248.90984375,16060.038740234377,True,True,True,True,MOMENTUM_ENABLED
2023-11-17,501,491,0.9800399201596807,60.692464358452135,17600.5,17257.300859375,16071.098491210938,True,True,True,True,MOMENTUM_ENABLED
2023-11-20,501,491,0.9800399201596807,59.877800407331975,17573.650390625,17263.731875,16083.1069921875,True,True,True,True,MOMENTUM_ENABLED
